path,loc,summary,n_defs,n_classes,fan_out,imports_internal,fan_in,imported_by,cli_verbs,n_tests,test_refs,shell_refs,orphan
mamey/antismash_tables.py,571,"Normalized, report-only antiSMASH evidence tables.",14,0,3,antismash_evidence;degradation;parsers,3,mamey/cli.py;mamey/validate.py;mamey/workbook.py,,4,test_antismash_hmm_table.py;test_reporting_evidence_v2.py;test_seal01_tier_manifest_membership.py;test_tigrfam_extraction.py,,False
mamey/architecture_first.py,1273,architecture_first.py — Sapote-Mamey v9.7.107 patch (v2.2)  # version-sync-ok,8,7,0,,1,mamey/cli.py,,8,test_architecture_first.py;test_betalactone_terpene_guard.py;test_bigscape_bughunt_v9_7_294.py;test_carotenoid_pathway_gate_v97401.py,,False
mamey/assembly.py,279,,12,0,1,models,7,mamey/cli.py;mamey/master_workbook.py;mamey/models.py;mamey/parsers.py;mamey/scoring.py;tools/ks_burden_table.py,assembly-line;assembly-line-widget,90,test_409_caption_reference_sensitivity.py;test_antismash_input_recognition.py;test_arts_assembly_guard.py;test_as421_patchset_v9_7_240.py,,False
mamey/assembly_line.py,193,"assembly_line.py — deterministic PKS/NRPS assembly-line reader (roadmap #6, report layer).",6,0,2,console;exclusions,2,mamey/cli.py;mamey/lead_pages.py,assembly-line;assembly-line-widget,3,test_assembly_line.py;test_exclusions_ssot.py;test_lead_pages_wave_b.py,,False
mamey/authored_verify.py,558,"v9.7.192 — authored-output verification: read the FINISHED deliverable, not the skeleton.",9,0,7,bgc_guide;console;genome_explore;mode_b_receipt;modeb_interp_gate;modeb_structure_gate;scan_channel_alias,2,mamey/cli.py;mamey/mode_b_receipt.py,,13,test_as421_patchset_v9_7_240.py;test_authored_verification.py;test_bgc_context_recursion_A03_v9_7_383.py;test_blastp_ingest_overlay_v9_7_241.py,,False
mamey/b1_normalizer.py,103,b1_normalizer.py — normalize any divergent B1 source to the canonical frozen v1.1 schema.,5,0,0,,0,,,1,test_patches.py,,False
mamey/b2_structured_evaluators.py,227,B2 Phase 2 structured evaluator framework.,18,1,0,,0,,,1,test_b2_structured_evaluators.py,,False
mamey/background_control.py,24,Known/purified compound background-control branch.,1,1,0,,0,,,1,test_next_ten_patch_stack.py,,False
mamey/bacterial_pks_marker_debug.py,166,Conservative bacterial PKS/macrolide marker-debug helpers.,7,2,0,,0,,,1,test_b2_phase2_bacterial_pks_marker_debug.py,,False
mamey/bgc_alias_history.py,119,bgc_alias_history.py — legacy-id history for BGC ids across re-runs (v9.7.405).,5,0,0,,1,mamey/package_continuity_widgets.py,,1,test_bgc_alias_history_v97405.py,,False
mamey/bgc_blastp_panel.py,627,BGC BLASTP panel exporter (v9.7.142 starter).,23,1,4,console;crosswalk;models;parsers,2,mamey/blastp_followup.py;mamey/cli.py,bgc-blastp-panel,9,test_as421_patchset_v9_7_240.py;test_bgc_blastp_panel_v97142.py;test_blastp_cli_fixes_v9_7_338.py;test_blastp_followup_v97142.py,,False
mamey/bgc_citation_gate.py,55,Fail-closed node·region citation gate for BGC-level deliverables.,2,0,0,,1,mamey/cli.py,,9,test_bgc_citation_gate_bare_contig_decoy_bc2_401.py;test_bgc_citation_gate_case_insensitive.py;test_bgc_citation_gate_v9_7_383.py;test_bgc_node_name_guard_content_scan_bc2_401.py,,False
mamey/bgc_decomp.py,782,bgc_decomp.py — BGC two-model decomposition analysis (v9.7.131).,10,0,1,diagnostic_rescue,1,mamey/cli.py,,6,test_as441_bughunt_regressions_v97132.py;test_bgc_decomp.py;test_bgc_decomp_interpretation_guard_current.py;test_bgc_decomp_missing_gene_table_schema_p01.py,,False
mamey/bgc_draft_queue.py,284,"Build a deterministic, source-bound queue for high-throughput BGC drafts.",13,0,0,,1,mamey/bgc_l0_program.py,,1,test_bgc_draft_queue.py,,False
mamey/bgc_figures.py,256,bgc_figures — publication figures from antiSMASH output + the wheel stack.,7,0,3,console;figure_save;pair_scan_caps,1,mamey/cli.py,figures,5,test_409_figure_provenance.py;test_bgc_figures.py;test_bgc_figures_figure_save_v97406.py;test_figure_publication_dpi_producers.py,,False
mamey/bgc_guide.py,592,"Layered per-gene BGC Guide deliverable — lay→technical, Structure/Function/BLASTp per gene.",13,0,3,blastp_evidence_store;claim_safety_gate;console,2,mamey/authored_verify.py;mamey/cli.py,guide,7,test_as932_patchset_v9_7_196.py;test_authored_verification.py;test_claude_409_claimsafety_coverage.py;test_guide_gate_crosscheck.py,,False
mamey/bgc_l0_program.py,1161,"Portable, config-driven L0 BGC draft program.",22,0,5,bgc_draft_queue;comparator_evidence;console;evidence_roots;prior_report_corpus,1,mamey/cli.py,,2,test_bgc_l0_program.py;test_bgc_l0_write_rows_atomic.py,,False
mamey/bgc_report_builder.py,1134,Build refreshable exact-identity BGC evidence reports from SQLite inputs.,28,0,3,console;source_availability;workspace_source_discovery,1,mamey/report_from_spec.py,,2,test_bgc_report_builder.py;test_bgc_report_builder_source_availability.py,,False
mamey/bgc_walk.py,59,BGC domain walk — ordered HMM readout along a biosynthetic gene cluster.,2,0,0,,2,mamey/hmm_blastp_adjudicate.py;mamey/raw_antismash_triage.py,,2,test_analysis_modes.py;test_raw_antismash_triage.py,,False
mamey/bigscape_figures.py,270,BiG-SCAPE GCF network + clinker comparative figures (supporting figures only).,8,0,0,,0,,bigscape;figures,6,test_409_figure_provenance.py;test_409_gcf_strain_match.py;test_409_robustness_caps.py;test_bigscape_mapping.py,,False
mamey/bigscape_namespace.py,201,Single owner for portable BiG-SCAPE GCF identity and admission.,13,2,0,,14,mamey/cohort_context.py;mamey/interactive_figures/bigscape_extension.py;mamey/modeb_cards.py;mamey/modeb_structure_gate.py;tools/antismash_bigscape_join.py;tools/bigscape_cross_strain.py,bigscape,2,test_bigscape_namespace_guard.py;test_cohort_context_lq_strain_03.py,,False
mamey/bioactivity_metadata.py,146,"Typed, claim-safe bioactivity metadata admission.",8,1,0,,4,mamey/cli.py;mamey/models.py;mamey/render_brief.py;mamey/validate.py,,1,test_bioactivity_metadata_contract.py,,False
mamey/blast_ledger.py,143,"blast_ledger.py — durable, cross-run contact ledger + fair-use budget for the online BLASTp channels.",11,2,0,,2,mamey/blastp_ebi.py;mamey/blastp_online.py,,1,test_blast_ledger_v9_7_382.py,,False
mamey/blastp_autoharness.py,627,blastp_autoharness.py — the resumable automation layer over the NCBI web-BLASTp channel.,29,0,5,blastp_gate;blastp_ingest;blastp_online;console;modeb_template_emitter,1,mamey/cli.py,,1,test_blastp_autoharness.py,,False
mamey/blastp_availability.py,166,blastp_availability.py — Central Command BLASTp availability declaration (.345).,8,0,2,blastp_gate;console,1,mamey/cli.py,blastp-availability,2,test_blastp_availability_zero_available_v97396.py;test_blastp_gate.py,,False
mamey/blastp_batch_emitter.py,174,BlastpBatchEmitter — sequential NCBI BLASTP batch FASTA emitter (v9.7.145).,11,3,0,,1,mamey/modeb_blastp.py,,1,test_blastp_batch_emitter_v97253.py,,False
mamey/blastp_channel_triage.py,444,Fail-closed post-seal comparison of distinct ``nr`` and ``clustered_nr`` evidence.,16,1,1,csv_safety,0,,,1,test_blastp_channel_triage.py,,False
mamey/blastp_ebi.py,272,"blastp_ebi.py — formal EBI BLASTp transport (folded from the AS-XXX EBI patch, v9.7.215).",11,0,3,blast_ledger;console;ebi_xml_to_outfmt10,1,mamey/cli.py,blastp-ebi,6,test_blast_ledger_v9_7_382.py;test_blastp_ebi.py;test_blastp_ebi_hits_arg.py;test_blastp_ebi_submit_safety_v9_7_382.py,,False
mamey/blastp_evidence_store.py,317,Durable BLASTP evidence store for iterative Sapote/Mamey workflows.,12,0,1,blastp_followup,1,mamey/bgc_guide.py,,3,test_blastp_evidence_store_v97142.py;test_compile_report.py;test_gene_first_store_bridge_v1.py,,False
mamey/blastp_followup.py,699,Iterative BLASTP result ingestion and follow-up batch planning.,27,1,3,bgc_blastp_panel;console;csv_safety,3,mamey/blastp_evidence_store.py;mamey/cli.py;mamey/mode_b/gene_first_store_bridge.py,blastp-followup,4,test_blastp_cli_fixes_v9_7_338.py;test_blastp_followup_v97142.py;test_blastp_stub_guards.py;test_module_accretion.py,,False
mamey/blastp_gate.py,340,blastp_gate.py — BLASTp-completeness HARD gate (.344).,14,0,1,blastp_ingest,6,mamey/blastp_autoharness.py;mamey/blastp_availability.py;mamey/blastp_ingest.py;mamey/compile_report.py;mamey/deliverable_queue.py;mamey/mode_b_receipt.py,,2,test_blastp_five_part_ingest_guard_patch007.py;test_blastp_gate.py,,False
mamey/blastp_ingest.py,1244,blastp_ingest.py (v9.7.163) — ingest NCBI BLASTp output into B5_BLASTp_Hits.,37,2,4,blastp_gate;blastp_online;master_workbook;xlsx_determinism,6,mamey/blastp_autoharness.py;mamey/blastp_gate.py;mamey/cli.py;mamey/deliverable_queue.py;tools/ingest_blastp_rollups.py;tools/ingest_swissprot_local.py,,13,test_blastp_autoharness.py;test_blastp_cli_fixes_v9_7_338.py;test_blastp_ebi.py;test_blastp_five_part_ingest_guard_patch007.py,,False
mamey/blastp_online.py,1089,blastp_online — the missing runner + interpreter for the NCBI web BLASTp channel.,31,2,4,blast_ledger;console;modeb_template_emitter;parsers,3,mamey/blastp_autoharness.py;mamey/blastp_ingest.py;mamey/cli.py,blastp-online,27,test_409_post_seal_checksums.py;test_409_seal_integrity_r2.py;test_as421_patchset_v9_7_240.py;test_as932_patchset_v9_7_196.py,,False
mamey/boundary_audit.py,168,mamey.boundary_audit — enforce the deterministic↔judgment contract on real data (W4/W23).,3,0,3,console;rules;scoring,1,mamey/cli.py,,4,test_boundary_audit_committed_class_guard.py;test_boundary_live.py;test_inventory_tier_reform.py;test_lead_board_v9745_axis_boards.py,,False
mamey/boundary_palette.py,48,boundary_palette.py — single source of truth for BGC boundary-tier colours.,0,0,0,,2,mamey/figures_sapote.py;mamey/figures_smoke.py,,1,test_boundary_palette_v97253.py,,False
mamey/card_verdicts.py,221,card_verdicts.py — surface the engine's EXISTING per-BGC capacity verdicts onto,8,0,0,,4,mamey/lead_pages.py;mamey/modeb_cards.py;mamey/modeb_template_emitter.py;mamey/report_card.py,,2,test_card_verdicts_surfacing.py;test_lead_board_v9745_axis_boards.py,,False
mamey/cell_provenance.py,236,,6,0,0,,1,mamey/cli.py,,4,test_cell_status_glossary_sync_v97253.py;test_release_patches_v194prep.py;test_transparency_contract.py;test_v191_contract.py,,False
mamey/chatgpt_commands.py,778,chatgpt_commands.py — ChatGPT-safe Mamey subcommands (v9.7.80 P1 patch).,12,0,8,antismash_evidence;cohort_class_heatmap;console;domain_figures;domain_level;gene_context;locus_map;mamey_native_figures,2,mamey/cli.py;mamey/render_all_figures.py,,8,test_domain_level_v9789.py;test_gene_context_v9788.py;test_mode_b_fixture.py;test_modeb_coverage_contract.py,,False
mamey/chitin_reference_eval.py,313,mamey/chitin_reference_eval.py -- whole-genome chitin/GlcNAc reference-capacity evaluation.,10,4,0,,0,,,1,test_chitin_reference_eval_v97405.py,,False
mamey/citation_compact.py,646,Citation-compact helpers for Sapote-Mamey reports.,29,3,0,,2,mamey/cli.py;mamey/validate.py,,4,test_409_rglob_seal_coverage.py;test_citation_compact_runtime_v97136.py;test_citation_compact_v97136.py;test_citation_compact_validate_v97136.py,,False
mamey/citations/resolver.py,222,Citation Work Order Resolver.,8,0,0,,1,mamey/directed_studies/pks.py,,22,test_backlog_v9748.py;test_block_subagent_spawn_whoami_convention_bc2_398.py;test_claude_409_npatlas_provision_keymap.py;test_cohort_resolver_v9744.py,,False
mamey/claim_safety_gate.py,582,Package-level claim-safety gate.,9,0,1,claim_safety_linter,4,mamey/bgc_guide.py;mamey/cli.py;mamey/compile_report.py;mamey/packaging.py,claim-safety,11,test_claim_safety_ci_gate.py;test_claim_safety_cli_path.py;test_claim_safety_gate_anchor_label.py;test_claim_safety_gate_filler_word_overclaim.py,,False
mamey/class_architecture.py,206,"class_architecture.py — architecture-based class-capacity layer (Mamey, deterministic).",8,1,2,console;crosswalk,1,mamey/source_scans.py,,5,test_class_architecture.py;test_master_workbook_b2_case_insensitive_bc2_399.py;test_master_workbook_class_matrix_case_insensitive_bc2_399.py;test_reclass_check_case_insensitive_bc2_399.py,,False
mamey/class_believability.py,315,mamey.class_believability — committed-step believability engine (LQ-PATH-01).,10,1,1,console,2,mamey/cli.py;mamey/pathway_believability.py,,3,test_class_believability_lq_path_01.py;test_pathway_believability.py;test_seal01_tier_manifest_membership.py,,False
mamey/cli.py,7471,Mamey CLI.,102,2,149,activity_lead_genes;activity_lead_report;af_dossier;antismash_evidence;antismash_input;antismash_tables;architecture_first;assembly;assembly_line;authored_verify;availability;bgc_blastp_panel;bgc_citation_gate;bgc_decomp;bgc_figures;bgc_guide;bgc_l0_program;bigscape_extension;bioactivity_metadata;blastp_autoharness;blastp_availability;blastp_ebi;blastp_followup;blastp_ingest;blastp_online;boundary_audit;build_cohort_precompute;cddr_pks;cell_provenance;chatgpt_commands;citation_compact;claim_safety_gate;claim_safety_linter;class_believability;clusterblast_genes;codex_heatmap_pack;cohort_assemble;cohort_deliverable;cohort_figures;cohort_figures_extended;cohort_leads_ledger;cohort_proteins;cohort_resolver;collection_figures;companion_tools;compare;compat_v941;compile_report;compound_class;compound_family_report;console;crosswalk;dedup_and_guard;deep_data;degradation;deliverable_queue;deliverables_registry;discover;domain_figures;domain_level;dualpass_ledger;exclusions;external_adapters;external_data;figure_atlas;figure_factory_next;figure_set_registry;figure_set_renderer;figure_set_renderer_tranche2;figure_set_renderer_tranche3;figure_set_renderer_tranche4;figure_set_renderer_tranche5;figure_set_renderer_tranche6;figure_source_bundle;figures_smoke;gene_by_gene;gene_context;gene_first_explore;genome_explore;genus_appendix;good_guesses;handoff;hmm_blastp_adjudicate;judgment_store;kcb_frontpage;kcb_locusmap;lab_quest;layperson_guide;lead_board;lead_pages;length_weighted;literature_lookup;locus_map;locus_map_v8;master_workbook;mibig_comparator_coverage;mibig_per_gene;mode_b_receipt;modeb_blastp;modeb_cards;modeb_export;modeb_round;models;nrps_predictions;output_checklist;p450_tailoring;package_addons;package_inspector;package_map;packaging;parsers;phylogeny_figure_factory;pks;pks_ks_scan;privacy_profile;project_registry;raw_antismash_triage;recovery_status;reference_dark_prior;registry_detector;release_qa;render_all_figures;render_brief;report_card;rescue_two_proof;resistance_dossier;rggmci;sapote_workflow;scoring;seal_package;serialize;session_resume;signoff_check;source_provenance;source_scans;stage2_overlay;strain_identity;strain_modeb;tab_reconcile;timing;two_pathway;validate;wheelhouse;widget_data;widget_deliverable;wise_fragmented_pks;workbook;workspace_root;ziputil,3,mamey/__main__.py;tools/build_deliverable_menu_widget.py;tools/check_command_pointers.py,clinker,100,test_409_cli_breakers.py;test_409_concurrency_atomic.py;test_409_provenance_anchors.py;test_antismash_profile.py,,False
mamey/clusterblast_genes.py,327,"ClusterBlast per-gene correspondence layer (v9.7.100, P-CBG).",10,2,2,antismash_evidence;ziputil,2,mamey/cli.py;mamey/mibig_per_gene.py,,9,test_alias_reader_binding_v97408.py;test_blastp_overlay_write_path.py;test_clusterblast_genes.py;test_clusterblast_genes_asn_synthase_promiscuity.py,,False
mamey/cnbu.py,182,cnbu.py — Class-Normalized BGC Units (v9.7.72).,3,0,0,,1,mamey/render_brief.py,,2,test_figure_polish_layout.py;test_v9_7_338_seal03_reciprocal_checksums.py,,False
mamey/cohort_assemble.py,362,cohort_assemble.py — assemble many sealed packages into ONE cohort table,12,0,1,xlsx_determinism,1,mamey/cli.py,cohort;cohort-assemble,1,test_cohort_assemble.py,,False
mamey/cohort_cards.py,141,cohort_cards.py — Gap 1: cohort-scale Mode B card orchestrator.,5,0,1,cross_strain_card_context,0,,cohort,1,test_cohort_cards.py,,False
mamey/cohort_class_heatmap.py,266,mamey/cohort_class_heatmap.py — cohort biosynthetic-class capacity heatmap.,5,0,3,genus_reference;master_figure_atlas;render_safe,2,mamey/chatgpt_commands.py;mamey/render_all_figures.py,cohort,4,test_carotenoid_label_provenance_v97406.py;test_cohort_class_heatmap_v9790.py;test_no_nested_samequote_fstrings.py;test_render_all_figures.py,,False
mamey/cohort_context.py,172,mamey.cohort_context — strain-level cohort context for the strain Mode B S5 (LQ-STRAIN-03).,5,0,1,bigscape_namespace,1,mamey/strain_modeb.py,cohort,3,test_bigscape_namespace_guard.py;test_cohort_context_lq_strain_03.py;test_seal01_tier_manifest_membership.py,,False
mamey/cohort_deliverable.py,263,cohort_deliverable.py -- the `mamey cohort` front-door.,9,1,2,cohort_figures;cohort_synthesis,1,mamey/cli.py,cohort,4,test_cohort_deliverable.py;test_cohort_master_locator_case_insensitive.py;test_gate_wiring_invariant.py;test_locate_master_completeness.py,,False
mamey/cohort_figures.py,2231,Sapote-Mamey gold gene/domain figure generator v3 (data-only PNG + sidecar CSV).,62,0,5,console;cross_strain_figures;figure_policy;figure_save;manifest_schema,4,mamey/cli.py;mamey/cohort_deliverable.py;mamey/compile_report.py;tools/intake_harness.py,cohort-figures;cohort;figures,28,test_409_seal_integrity_r2.py;test_cctt_resistance_strip_legend_v97400.py;test_cohort_bridge_h_i_v9788.py;test_cohort_figures_constrained_layout_footer_collision.py,,False
mamey/cohort_figures_extended.py,622,Extended cross-strain / per-BGC figure suite (auto-emit companion to cohort_figures.generate).,21,0,2,console;exclusions,2,mamey/cli.py;tools/cohort_figure_prototypes.py,cohort-figures;cohort;figures,4,test_cohort_figures_extended_v9_7_279.py;test_figure_data_sidecars.py;test_figure_import_guards.py;test_figure_publication_dpi_producers.py,,False
mamey/cohort_leads_ledger.py,274,cohort_leads_ledger.py — union every sealed package's triage board into ONE,9,0,0,,3,mamey/activity_lead_report.py;mamey/cli.py;tools/render_activity_lead_reports.py,cohort;cohort-leads,2,test_check_tools_before_building_bc2_401.py;test_cohort_leads_ledger.py,,False
mamey/cohort_proteins.py,728,Portable exact-locus AS/SID/reference BGC-protein comparison.,26,0,0,,1,mamey/cli.py,cohort,2,test_409_resource_bounds.py;test_cohort_proteins_v9_7_377.py,,False
mamey/cohort_resolver.py,231,"cohort_resolver.py — resolve a strain's cohort and actinomycete status (v9.7.44, F-7/B-1).",8,0,0,,5,mamey/cli.py;mamey/external_adapters.py;mamey/master_workbook.py;mamey/source_scans.py;tools/ingest_package.py,cohort,8,test_backlog_v9748.py;test_blda_not_applicable_p9.py;test_blda_per_bgc_non_actino_v9787.py;test_cohort_resolver_lineage.py,,False
mamey/cohort_synthesis.py,616,cohort_synthesis.py — Gap 3: deterministic cross-strain synthesis writer.,14,0,1,console,1,mamey/cohort_deliverable.py,cohort,3,test_cohort_synthesis.py;test_cohort_synthesis_capacity_csv.py;test_f4_cohort_prevalence.py,,False
mamey/collection_figures.py,1104,collection_figures.py — Metadata-gated cross-strain collection figure bundle.,38,1,0,,1,mamey/cli.py,figures,7,test_collection_figure_availability_report.py;test_collection_figure_layout_safety.py;test_collection_figure_manifest.py;test_collection_figure_metadata_gate.py,,False
mamey/combined_report_builder.py,742,Portable preservation-first V7 + Mode B BGC report composition.,25,1,0,,1,tools/build_combined_bgc_report.py,,3,test_combined_report_builder.py;test_public_release_v9_7_381.py;test_tool_front_doors.py,,False
mamey/companion_tools.py,175,"Companion-tools registry loader + presence probe (v9.7.331, AMBER).",5,2,0,,1,mamey/cli.py,ani,2,test_companion_tools_registry.py;test_seal01_tier_manifest_membership.py,,False
mamey/comparative_pairs.py,166,"comparative_pairs.py — E2_Comparative_Pairs populator (v9.7.88, 9.7.88-J).",6,0,1,pair_scan_caps,1,mamey/master_workbook.py,,1,test_comparative_pairs_e2_v9788.py,,False
mamey/comparator_coverage_scoring.py,263,"Comparator-coverage scoring wire (CAT-01-class feature, D1 / v9.7.338 prototype).",7,0,0,,0,,comparator-coverage,1,test_comparator_coverage_scoring.py,,False
mamey/comparator_evidence.py,133,Normalize preliminary MiBIG/KCB and ClusterBlast per-gene evidence.,3,0,0,,1,mamey/bgc_l0_program.py,,1,test_comparator_evidence_nan_coverage_v97396.py,,False
mamey/comparators/antismash_ingest.py,393,Comparator antiSMASH / GenBank ingestor with domain parsing.,19,2,2,parsers;ziputil,2,mamey/directed_studies/pks.py;tools/run_comparator_antismash_ingest.py,,3,test_comparator_resource_hygiene_comp_p07_p09.py;test_next_ten_patch_stack.py;test_ziputil_safe_extract_v9_7_382.py,,False
mamey/compare.py,499,"compare.py — two-strain comparative layer for Sapote–Mamey (formerly gemini.py, renamed v9.7.191).",15,0,3,console;diamond_align;parsers,2,mamey/cli.py;mamey/gemini.py,compare,14,test_409_cli_breakers.py;test_409_resource_bounds.py;test_cluster_brief.py;test_cluster_gene_compare.py,,False
mamey/compat_v941.py,233,"Sapote-Mamey v9.4.1 additive compatibility fields.  version-sync-ok: bundle-compat shim, version is intentional.",12,0,2,models;source_scans,2,mamey/cli.py;mamey/master_workbook.py,,2,test_compat_diagnostic_triggers.py;test_v941_compatibility_fields.py,,False
mamey/compile_report.py,1205,compile_report.py — deterministic assembler for the §13 compiled analysis report.,36,0,10,blastp_gate;claim_safety_gate;cohort_figures;console;figure_policy;judgment_store;locus_map;manifest_schema;modeb_subsections;validate,3,mamey/cli.py;mamey/good_guesses.py;mamey/session_resume.py,compile-report,16,test_clustered_nr_store_name_v9_7_383.py;test_compile_report.py;test_compile_report_corrected_rank_exclusion_v9_7_377.py;test_compile_report_n50_contigs_fallback_v9_7_156.py,,False
mamey/compound_class.py,333,compound_class.py — deterministic compound-class annotation layer (v9.7.86).,5,2,0,,1,mamey/cli.py,,1,test_compound_class_annotation.py,,False
mamey/compound_family_report.py,265,compound_family_report.py — anchored-BGC -> parent compound family -> AF/AB target class,10,0,4,console;exclusions;npatlas_resolver;npatlas_structure,1,mamey/cli.py,,3,test_compound_family_report.py;test_compound_family_rules_curation.py;test_exclusions_ssot.py,,False
mamey/concordance.py,159,"concordance.py — reference-BGC concordance check (Mamey, deterministic).",6,1,0,,1,mamey/source_scans.py,,12,test_antimicrobial_recall_v9_7_121.py;test_architecture_first.py;test_betalactone_terpene_guard.py;test_concordance.py,,False
mamey/console.py,33,console.py — the single owner of direct terminal emission for the mamey package.,1,0,0,,91,mamey/af_dossier.py;mamey/assembly_line.py;mamey/authored_verify.py;mamey/bgc_blastp_panel.py;mamey/bgc_figures.py;mamey/bgc_guide.py,,6,test_409_package_path_privacy.py;test_bootstrap_core_fallback_v97401.py;test_identity_verify_content.py;test_lead_pages_emit_not_defined.py,,False
mamey/convergence_band.py,118,"convergence_band.py — say how STRONG a per-gene MIBiG convergence is, not just how big.",4,0,0,,2,mamey/lead_pages.py;mamey/reference_dark.py,,1,test_convergence_band.py,,False
mamey/cross_strain_card_context.py,218,cross_strain_card_context.py — Gap 2: per-card cross-strain context for Mode B cards.,5,0,0,,1,mamey/cohort_cards.py,,3,test_bug3_card_context.py;test_cohort_cards.py;test_cross_strain_card_context.py,,False
mamey/cross_strain_figures.py,693,cross_strain_figures.py — deterministic cross-strain figure emitter for Sapote-Mamey.,24,0,2,figure_theme;report_theme,2,mamey/cohort_figures.py;tools/build_cross_strain_figures.py,figures,6,test_cross_strain_theme_hook.py;test_emitted_output_determinism_v97396.py;test_figure_theme_visual_modernization.py;test_g1_module_contracts.py,,False
mamey/cross_strain_threads.py,244,mamey/cross_strain_threads.py — cross-strain shared biosynthetic-thread arc figure (DRAFT v9.7.103).,5,0,1,genus_reference,0,,,1,test_cross_strain_threads.py,,False
mamey/crosswalk.py,238,BGC-to-contig/node crosswalk helpers for Sapote--Mamey.,12,0,1,models,13,mamey/bgc_blastp_panel.py;mamey/class_architecture.py;mamey/cli.py;mamey/dkp_cdps.py;mamey/gene_by_gene.py;mamey/gene_context.py,,25,test_activity_lead_report_v9_7_385.py;test_af_dossier.py;test_as932_patchset_v9_7_196.py;test_blastp_cli_e2e_patchB.py,,False
mamey/csv_safety.py,42,"CSV/TSV formula-injection neutraliser (v9.7.409, DEEP_AUDIT2 export-injection).",3,1,0,,5,mamey/blastp_channel_triage.py;mamey/blastp_followup.py;mamey/domain_tree.py;mamey/literature_intake.py;mamey/nrps_predictions.py,,0,,,False
mamey/dedup_and_guard.py,152,"Prototypes for: (A) dedup-on-ingest, (B) hardened release guard, (C) fragment claim-ceiling.",6,0,1,fragment_ceiling,8,mamey/cli.py;mamey/render_brief.py;mamey/strain_modeb.py;mamey/widget_deliverable.py;tools/build_inventory_table.py;tools/generate_bgc_atlas.py,,11,test_backlog_v9748.py;test_generic_no_pack_v9_7_381.py;test_hostile_gates_v97409.py;test_leak_audit_public_as_strain_bc2_401.py,,False
mamey/deep_data.py,196,"deep_data.py — gene-level deep-data extraction + Mode B verdict scaffold (v9.7.46, B-9/F-10).",6,0,0,,3,mamey/cli.py;tools/build_deep_data.py;tools/ingest_package.py,,17,test_add_xstrain_sheets_hardening_v97390.py;test_build_deep_data_fresh_bank_bootstrap.py;test_build_lead_tiers_missing_optional_bank_files.py;test_c5_c7_v97142_regressions.py,,False
